empty_slots,free_bikes,latitude,longitude,name,timestamp,ebikes,extra.has_ebikes,noOf_normal_bikes,extra.renting,returning,total_slots,key,POI,rating_avg_bar,count_bar,rating_avg_rest,count_rest
5,9,49.256496,-123.075426,15th & Knight,2024-03-11T17:04:43.580000Z,1,True,8,True,True,14,141,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.3,1.0,3.9875,8.0
0,16,49.283236,-123.070443,Commercial & Pandora,2024-03-11T17:04:43.578000Z,2,True,14,True,True,16,142,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.2,6.0,3.9785714285714286,14.0
3,13,49.267266,-123.090786,Carolina & Great Northern Way,2024-03-11T17:04:43.577000Z,0,True,13,True,True,16,143,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.007142857142857,14.0,3.6999999999999997,6.0
12,4,49.265242,-123.095577,6th & Prince Edward,2024-03-11T17:04:43.692000Z,1,True,3,True,True,16,144,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.976923076923077,13.0,4.042857142857143,7.0
7,9,49.265213,-123.090785,6th & Carolina,2024-03-11T17:04:43.673000Z,0,True,9,True,True,16,145,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.1230769230769235,13.0,3.8714285714285714,7.0
17,21,49.302577,-123.155616,Stanley Park - Third Beach Parking Lot,2024-03-11T17:04:43.659000Z,9,True,12,True,True,38,146,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",,,4.1,1.0
13,3,49.277595,-123.09583,Union & Dunlevy,2024-03-11T17:04:44.038000Z,0,True,3,True,True,16,147,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.9214285714285713,14.0,4.016666666666667,6.0
10,6,49.279235,-123.087528,Keefer & Hawks,2024-03-11T17:04:44.059000Z,0,True,6,True,True,16,148,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8000000000000003,12.0,4.0625,8.0
8,8,49.277333,-123.087359,Hawks & Union,2024-03-11T17:04:44.090000Z,0,True,8,True,True,16,149,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.814285714285714,14.0,4.05,6.0
10,12,49.273103,-123.069892,Charles & Commercial,2024-03-11T17:04:43.451000Z,3,True,9,True,True,22,150,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8125,8.0,3.8083333333333336,12.0
12,8,49.261973,-123.09725,10th & Kingsway,2024-03-11T17:04:43.777000Z,4,True,4,True,True,20,151,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.053846153846154,13.0,3.942857142857143,7.0
11,10,49.275295,-123.132585,Beach & Hornby,2024-03-11T17:04:43.500000Z,0,True,10,True,True,22,152,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.138461538461538,13.0,3.9285714285714284,7.0
10,17,49.285871,-123.12105,Burrard Station (Melville & Dunsmuir),2024-03-11T17:04:43.890000Z,5,True,12,True,True,28,153,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.1875,16.0,4.15,4.0
8,6,49.284893,-123.128685,Bute & Barclay,2024-03-11T17:04:43.478000Z,0,True,6,True,True,14,154,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.223076923076923,13.0,4.2,7.0
13,9,49.263962,-123.112621,8th & Yukon,2024-03-11T17:04:43.733000Z,7,True,2,True,True,22,155,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8666666666666663,9.0,3.872727272727273,11.0
12,0,49.277615,-123.091654,Princess & Union,2024-03-11T17:04:43.702000Z,0,True,0,True,True,12,156,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8875,16.0,4.0,4.0
0,22,49.282214,-123.114101,Dunsmuir & Richards,2024-03-11T17:04:43.982000Z,7,True,15,True,True,22,157,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.133333333333334,15.0,4.14,5.0
7,13,49.266456,-123.100324,5th & Main,2024-03-11T17:04:43.697000Z,3,True,10,True,True,20,158,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.992857142857143,14.0,4.05,6.0
6,14,49.268216,-123.103168,3rd & Quebec,2024-03-11T17:04:43.664000Z,1,True,13,True,True,20,159,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.9615384615384617,13.0,3.9285714285714284,7.0
3,13,49.284554,-123.111031,Richards & Cordova,2024-03-11T17:04:43.481000Z,1,True,12,True,True,16,160,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.152941176470588,17.0,4.066666666666666,3.0
8,11,49.280216,-123.117639,Richards & Robson,2024-03-11T17:04:43.501000Z,7,True,4,True,True,20,161,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.061538461538461,13.0,4.1,7.0
14,13,49.266314,-123.116011,Olympic Village Station,2024-03-11T17:04:43.865000Z,0,True,13,True,True,26,162,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.6555555555555554,9.0,4.027272727272727,11.0
7,7,49.280852,-123.084746,Campbell & Hastings,2024-03-11T17:04:43.666000Z,0,True,7,True,True,14,163,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.075,8.0,4.008333333333334,12.0
13,4,49.285512,-123.1384,Cardero & Davie,2024-03-11T17:04:43.497000Z,3,True,1,True,True,18,164,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.163636363636363,11.0,4.177777777777778,9.0
26,14,49.27821,-123.136972,Aquatic Centre,2024-03-11T17:04:44.058000Z,4,True,10,True,True,40,165,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.25,10.0,3.96,10.0
11,11,49.281301,-123.139108,Beach & Broughton,2024-03-11T17:04:44.042000Z,0,True,11,True,True,22,166,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.223076923076923,13.0,4.114285714285715,7.0
5,17,49.283298,-123.142288,Beach & Cardero,2024-03-11T17:04:43.460000Z,1,True,16,True,True,22,167,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.25,12.0,4.1125,8.0
5,13,49.280787,-123.115271,Georgia & Homer,2024-03-11T17:04:43.466000Z,1,True,12,True,True,18,168,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.057142857142857,14.0,4.1,6.0
2,16,49.266476,-123.109389,Columbia & 5th,2024-03-11T17:04:43.940000Z,1,True,15,True,True,18,169,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.811111111111111,9.0,4.0,11.0
3,17,49.290587,-123.13625,Haro & Denman,2024-03-11T17:04:43.496000Z,0,True,17,True,True,20,170,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.972727272727273,11.0,4.288888888888889,9.0
7,11,49.262835,-123.152626,Arbutus & 10th,2024-03-11T17:04:43.957000Z,1,True,10,True,True,18,171,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.1,10.0,4.11,10.0
13,1,49.256825,-123.105234,Ontario & 16th,2024-03-11T17:04:43.424000Z,0,True,1,True,True,14,172,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.069230769230769,13.0,3.7857142857142856,7.0
1,13,49.275683,-123.124388,Richards & Davie,2024-03-11T17:04:44.057000Z,7,True,6,True,True,14,173,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.9923076923076923,13.0,4.014285714285714,7.0
10,8,49.263518,-123.09568,8th & Prince Edward,2024-03-11T17:04:43.645000Z,1,True,7,True,True,18,174,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.9923076923076923,13.0,4.042857142857143,7.0
16,4,49.28691,-123.128818,Jervis & Robson,2024-03-11T17:04:44.099000Z,1,True,3,True,True,20,175,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.258333333333334,12.0,4.15,8.0
16,2,49.282503,-123.124697,Smithe & Burrard,2024-03-11T17:04:43.708000Z,2,True,0,True,True,18,176,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.118181818181818,11.0,4.033333333333333,9.0
19,3,49.283749,-123.136133,Broughton & Davie,2024-03-11T17:04:44.049000Z,3,True,0,True,True,22,177,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.33,10.0,4.15,10.0
6,8,49.262944,-123.148109,Cypress & 10th,2024-03-11T17:04:43.853000Z,1,True,7,True,True,14,178,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.041666666666667,12.0,4.125,8.0
11,21,49.27029,-123.135025,Granville Island,2024-03-11T17:04:43.788000Z,10,True,11,True,True,32,179,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.3999999999999995,7.0,3.9384615384615387,13.0
4,12,49.280427,-123.074082,McLean & Pender,2024-03-11T17:04:44.087000Z,0,True,12,True,True,16,180,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.04,5.0,4.02,15.0
1,17,49.279259,-123.119145,Richards & Smithe,2024-03-11T17:04:43.539000Z,3,True,14,True,True,18,181,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.05,14.0,4.066666666666666,6.0
4,22,49.285836,-123.127265,Bute & Robson,2024-03-11T17:04:43.427000Z,7,True,15,True,True,26,182,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.2384615384615385,13.0,4.085714285714285,7.0
11,9,49.272969,-123.164325,Trafalgar & Cornwall,2024-03-11T17:04:43.833000Z,1,True,8,True,True,20,183,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.04,10.0,3.81,10.0
10,14,49.27247,-123.185643,Alma & Point Grey,2024-03-11T17:04:44.097000Z,0,True,14,True,True,24,184,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.6999999999999997,7.0,3.8200000000000003,10.0
6,8,49.271471,-123.17731,Point Grey & Blenheim,2024-03-11T17:04:43.627000Z,0,True,8,True,True,14,185,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.809090909090909,11.0,3.811111111111111,9.0
10,13,49.290112,-123.127062,Hastings & Broughton,2024-03-11T17:04:43.425000Z,1,True,12,True,True,24,186,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.166666666666667,12.0,4.2375,8.0
5,13,49.263523,-123.155267,Yew & Broadway,2024-03-11T17:04:44.096000Z,0,True,13,True,True,18,187,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.088888888888889,9.0,4.0,11.0
17,5,49.264928,-123.168068,8th & Macdonald,2024-03-11T17:04:43.661000Z,0,True,5,True,True,22,188,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.04,10.0,3.85,10.0
0,17,49.264483,-123.173926,Balaclava & Broadway,2024-03-11T17:04:43.624000Z,1,True,16,True,True,18,189,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.809090909090909,11.0,3.8777777777777778,9.0
21,5,49.264579,-123.18373,Dunbar & Broadway,2024-03-11T17:04:44.098000Z,2,True,3,True,True,26,190,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.725,8.0,3.8000000000000003,12.0
9,7,49.263746,-123.069892,Grandview & Commercial,2024-03-11T17:04:44.002000Z,0,True,7,True,True,16,191,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.725,8.0,3.7916666666666665,12.0
12,2,49.258761,-123.127071,14th & Oak,2024-03-11T17:04:43.612000Z,1,True,1,True,True,14,192,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8714285714285714,7.0,3.946153846153846,13.0
6,12,49.268974,-123.190701,Wallace & 4th,2024-03-11T17:04:44.020000Z,0,True,12,True,True,18,193,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.5500000000000003,6.0,3.822222222222222,9.0
