key,name,review_count,rating,latitude,longitude,street_name,distance,pricing,categories
131,Anh and Chi,669,4.0,49.2550314422938,-123.100882202153,3388 Main Street,1275.2526651849855,$$$,"vietnamese,cocktailbars"
131,Hyde,56,3.5,49.2586938,-123.1009313,2960 Main Street,1020.7973681704161,$$,"burgers,tapas"
131,Kin Kao Song,33,4.3,49.2629749,-123.0986667,317 E Broadway,708.7259615207372,,"thai,wine_bars,cocktailbars"
131,Uncle Abe's,17,3.5,49.258107,-123.100949,3032 Main Street,1048.8849666190058,,tradamerican
131,The Watson,7,4.7,49.25774,-123.10083,3080 Main Street,1072.8484850450814,,cocktailbars
131,El Camino's,203,3.5,49.2561154,-123.1010503,3250 Main Street,1187.361036936278,$$,latin
131,Johnnie Fox's Irish Pub,120,3.9,49.27142,-123.10129,1601 Main Street,1248.878551625305,$$,"irish,pubs"
131,The Lido,19,3.5,49.262354,-123.0924698,518 E Broadway,287.32902399553444,$$,"musicvenues,pubs"
131,Zarak By Afghan Kitchen,94,4.5,49.266224,-123.1006089,2102 Main Street,911.9666898053634,,"afghani,cocktailbars,breakfast_brunch"
132,Sal y Limón,652,4.0,49.2569043786921,-123.08924632997,701 Kingsway Street,570.3882247359646,$$,mexican
132,Hail Mary's,16,4.3,49.2623351,-123.0894392,670 E Broadway,320.3895809369002,,"newcanadian,cocktailbars"
132,Los Cuervos Taqueria Y Cantina,184,3.9,49.2574755005862,-123.091043941677,603 Kingsway,598.0454923141216,$$,"mexican,latin"
132,The Biltmore Cabaret,93,3.9,49.2603124,-123.0964455,2755 Prince Edward Street,813.0048586362769,$,"musicvenues,bars"
132,The Farmhouse,19,4.1,49.26185879464837,-123.09710762514682,352 East 10th Avenue,856.291474079834,,"italian,wine_bars"
132,Osteria Savio Volpe,437,4.2,49.2574913,-123.0909344,615 Kingsway,591.2872349506911,$$$,italian
132,Red Truck Beer,88,3.9,49.2687840002752,-123.096584714949,295 E 1st Avenue,1161.6050407081564,$$,"breweries,beerbar,beertours"
132,Les Faux Bourgeois,457,4.0,49.2572813531481,-123.089767330802,663 E 15th Avenue,555.4576206127764,$$,"french,cafes"
132,Kin Kao Song,33,4.3,49.2629749,-123.0986667,317 E Broadway,980.744401497117,,"thai,wine_bars,cocktailbars"
132,The Lido,19,3.5,49.262354,-123.0924698,518 E Broadway,529.7155279805406,$$,"musicvenues,pubs"
